Date,Time,Time of Day,Second,Kelvins
2020-06-12,08:43,Early Morning,38,4048
2020-06-12,08:43,Early Morning,40,4049
2020-06-12,08:43,Early Morning,42,4050
2020-06-12,08:43,Early Morning,45,4051
2020-06-12,08:43,Early Morning,47,4052
2020-06-12,08:43,Early Morning,50,4053
2020-06-12,08:43,Early Morning,52,4054
2020-06-12,08:43,Early Morning,54,4055
2020-06-12,08:43,Early Morning,57,4056
2020-06-12,08:43,Early Morning,59,4057
2020-06-12,08:44,Early Morning,2,4058
2020-06-12,08:44,Early Morning,4,4059
2020-06-12,08:44,Early Morning,6,4060
2020-06-12,08:44,Early Morning,9,4061
2020-06-12,08:44,Early Morning,11,4062
2020-06-12,08:44,Early Morning,14,4063
2020-06-12,08:44,Early Morning,16,4064
2020-06-12,08:44,Early Morning,18,4065
2020-06-12,08:44,Early Morning,21,4066
2020-06-12,08:44,Early Morning,23,4067
2020-06-12,08:44,Early Morning,26,4068
2020-06-12,08:44,Early Morning,28,4069
2020-06-12,08:44,Early Morning,30,4070
2020-06-12,08:44,Early Morning,33,4071
2020-06-12,08:44,Early Morning,35,4072
2020-06-12,08:44,Early Morning,38,4073
2020-06-12,08:44,Early Morning,40,4074
2020-06-12,08:44,Early Morning,42,4075
2020-06-12,08:44,Early Morning,45,4076
2020-06-12,08:44,Early Morning,47,4077
2020-06-12,08:44,Early Morning,50,4078
2020-06-12,08:44,Early Morning,52,4079
2020-06-12,08:44,Early Morning,54,4080
2020-06-12,08:44,Early Morning,57,4081
2020-06-12,08:44,Early Morning,59,4082
2020-06-12,08:45,Early Morning,2,4083
2020-06-12,08:45,Early Morning,4,4084
2020-06-12,08:45,Early Morning,6,4085
2020-06-12,08:45,Early Morning,9,4086
2020-06-12,08:45,Early Morning,11,4087
2020-06-12,08:45,Early Morning,14,4088
2020-06-12,08:45,Early Morning,16,4089
2020-06-12,08:45,Early Morning,18,4090
2020-06-12,08:45,Early Morning,21,4091
2020-06-12,08:45,Early Morning,23,4092
2020-06-12,08:45,Early Morning,26,4093
2020-06-12,08:45,Early Morning,28,4094
2020-06-12,08:45,Early Morning,30,4095
2020-06-12,08:45,Early Morning,33,4096
2020-06-12,08:45,Early Morning,35,4097
2020-06-12,08:45,Early Morning,38,4098
2020-06-12,08:45,Early Morning,40,4099
2020-06-12,08:45,Early Morning,42,4100
2020-06-12,08:45,Early Morning,45,4101
2020-06-12,08:45,Early Morning,47,4102
2020-06-12,08:45,Early Morning,50,4103
2020-06-12,08:45,Early Morning,52,4104
2020-06-12,08:45,Early Morning,54,4105
2020-06-12,08:45,Early Morning,57,4106
2020-06-12,08:45,Early Morning,59,4107
2020-06-12,08:46,Early Morning,2,4108
2020-06-12,08:46,Early Morning,4,4109
2020-06-12,08:46,Early Morning,6,4110
2020-06-12,08:46,Early Morning,9,4111
2020-06-12,08:46,Early Morning,11,4112
2020-06-12,08:46,Early Morning,14,4113
2020-06-12,08:46,Early Morning,16,4114
2020-06-12,08:46,Early Morning,18,4115
2020-06-12,08:46,Early Morning,21,4116
2020-06-12,08:46,Early Morning,23,4117
2020-06-12,08:46,Early Morning,26,4118
2020-06-12,08:46,Early Morning,28,4119
2020-06-12,08:46,Early Morning,30,4120
2020-06-12,08:46,Early Morning,33,4121
2020-06-12,08:46,Early Morning,35,4122
2020-06-12,08:46,Early Morning,38,4123
2020-06-12,08:46,Early Morning,40,4124
2020-06-12,08:46,Early Morning,42,4125
2020-06-12,08:46,Early Morning,45,4126
2020-06-12,08:46,Early Morning,47,4127
2020-06-12,08:46,Early Morning,50,4128
2020-06-12,08:46,Early Morning,52,4129
2020-06-12,08:46,Early Morning,54,4130
2020-06-12,08:46,Early Morning,57,4131
2020-06-12,08:46,Early Morning,59,4132
2020-06-12,08:47,Early Morning,2,4133
2020-06-12,08:47,Early Morning,4,4134
2020-06-12,08:47,Early Morning,6,4135
2020-06-12,08:47,Early Morning,9,4136
2020-06-12,08:47,Early Morning,11,4137
2020-06-12,08:47,Early Morning,14,4138
2020-06-12,08:47,Early Morning,16,4139
2020-06-12,08:47,Early Morning,18,4140
2020-06-12,08:47,Early Morning,21,4141
2020-06-12,08:47,Early Morning,23,4142
2020-06-12,08:47,Early Morning,26,4143
2020-06-12,08:47,Early Morning,28,4144
2020-06-12,08:47,Early Morning,30,4145
2020-06-12,08:47,Early Morning,33,4146
2020-06-12,08:47,Early Morning,35,4147
2020-06-12,08:47,Early Morning,38,4148
2020-06-12,08:47,Early Morning,40,4149
2020-06-12,08:47,Early Morning,42,4150
2020-06-12,08:47,Early Morning,45,4151
2020-06-12,08:47,Early Morning,47,4152
2020-06-12,08:47,Early Morning,50,4153
2020-06-12,08:47,Early Morning,52,4154
2020-06-12,08:47,Early Morning,54,4155
2020-06-12,08:47,Early Morning,57,4156
2020-06-12,08:47,Early Morning,59,4157
2020-06-12,08:48,Early Morning,2,4158
2020-06-12,08:48,Early Morning,4,4159
2020-06-12,08:48,Early Morning,6,4160
2020-06-12,08:48,Early Morning,9,4161
2020-06-12,08:48,Early Morning,11,4162
2020-06-12,08:48,Early Morning,14,4163
2020-06-12,08:48,Early Morning,16,4164
2020-06-12,08:48,Early Morning,18,4165
2020-06-12,08:48,Early Morning,21,4166
2020-06-12,08:48,Early Morning,23,4167
2020-06-12,08:48,Early Morning,26,4168
2020-06-12,08:48,Early Morning,28,4169
2020-06-12,08:48,Early Morning,30,4170
2020-06-12,08:48,Early Morning,33,4171
2020-06-12,08:48,Early Morning,35,4172
2020-06-12,08:48,Early Morning,38,4173
2020-06-12,08:48,Early Morning,40,4174
2020-06-12,08:48,Early Morning,42,4175
2020-06-12,08:48,Early Morning,45,4176
2020-06-12,08:48,Early Morning,47,4177
2020-06-12,08:48,Early Morning,50,4178
2020-06-12,08:48,Early Morning,52,4179
2020-06-12,08:48,Early Morning,54,4180
2020-06-12,08:48,Early Morning,57,4181
2020-06-12,08:48,Early Morning,59,4182
2020-06-12,08:49,Early Morning,2,4183
2020-06-12,08:49,Early Morning,4,4184
2020-06-12,08:49,Early Morning,6,4185
2020-06-12,08:49,Early Morning,9,4186
2020-06-12,08:49,Early Morning,11,4187
2020-06-12,08:49,Early Morning,14,4188
2020-06-12,08:49,Early Morning,16,4189
2020-06-12,08:49,Early Morning,18,4190
2020-06-12,08:49,Early Morning,21,4191
2020-06-12,08:49,Early Morning,23,4192
2020-06-12,08:49,Early Morning,26,4193
2020-06-12,08:49,Early Morning,28,4194
2020-06-12,08:49,Early Morning,30,4195
2020-06-12,08:49,Early Morning,33,4196
2020-06-12,08:49,Early Morning,35,4197
2020-06-12,08:49,Early Morning,38,4198
2020-06-12,08:49,Early Morning,40,4199
2020-06-12,08:49,Early Morning,42,4200
2020-06-12,08:49,Early Morning,45,4201
2020-06-12,08:49,Early Morning,47,4202
2020-06-12,08:49,Early Morning,50,4203
2020-06-12,08:49,Early Morning,52,4204
2020-06-12,08:49,Early Morning,54,4205
2020-06-12,08:49,Early Morning,57,4206
2020-06-12,08:49,Early Morning,59,4207
2020-06-12,08:50,Early Morning,2,4208
2020-06-12,08:50,Early Morning,4,4209
2020-06-12,08:50,Early Morning,6,4210
2020-06-12,08:50,Early Morning,9,4211
2020-06-12,08:50,Early Morning,11,4212
2020-06-12,08:50,Early Morning,14,4213
2020-06-12,08:50,Early Morning,16,4214
2020-06-12,08:50,Early Morning,18,4215
2020-06-12,08:50,Early Morning,21,4216
2020-06-12,08:50,Early Morning,23,4217
2020-06-12,08:50,Early Morning,26,4218
2020-06-12,08:50,Early Morning,28,4219
2020-06-12,08:50,Early Morning,30,4220
2020-06-12,08:50,Early Morning,33,4221
2020-06-12,08:50,Early Morning,35,4222
2020-06-12,08:50,Early Morning,38,4223
2020-06-12,08:50,Early Morning,40,4224
2020-06-12,08:50,Early Morning,42,4225
2020-06-12,08:50,Early Morning,45,4226
2020-06-12,08:50,Early Morning,47,4227
2020-06-12,08:50,Early Morning,50,4228
2020-06-12,08:50,Early Morning,52,4229
2020-06-12,08:50,Early Morning,54,4230
2020-06-12,08:50,Early Morning,57,4231
2020-06-12,08:50,Early Morning,59,4232
2020-06-12,08:51,Early Morning,2,4233
2020-06-12,08:51,Early Morning,4,4234
2020-06-12,08:51,Early Morning,6,4235
2020-06-12,08:51,Early Morning,9,4236
2020-06-12,08:51,Early Morning,11,4237
2020-06-12,08:51,Early Morning,14,4238
2020-06-12,08:51,Early Morning,16,4239
2020-06-12,08:51,Early Morning,18,4240
2020-06-12,08:51,Early Morning,21,4241
2020-06-12,08:51,Early Morning,23,4242
2020-06-12,08:51,Early Morning,26,4243
2020-06-12,08:51,Early Morning,28,4244
2020-06-12,08:51,Early Morning,30,4245
2020-06-12,08:51,Early Morning,33,4246
2020-06-12,08:51,Early Morning,35,4247
2020-06-12,08:51,Early Morning,38,4248
2020-06-12,08:51,Early Morning,40,4249
2020-06-12,08:51,Early Morning,42,4250
2020-06-12,08:51,Early Morning,45,4251
2020-06-12,08:51,Early Morning,47,4252
2020-06-12,08:51,Early Morning,50,4253
2020-06-12,08:51,Early Morning,52,4254
2020-06-12,08:51,Early Morning,54,4255
2020-06-12,08:51,Early Morning,57,4256
2020-06-12,08:51,Early Morning,59,4257
2020-06-12,08:52,Early Morning,2,4258
2020-06-12,08:52,Early Morning,4,4259
2020-06-12,08:52,Early Morning,6,4260
2020-06-12,08:52,Early Morning,9,4261
2020-06-12,08:52,Early Morning,11,4262
2020-06-12,08:52,Early Morning,14,4263
2020-06-12,08:52,Early Morning,16,4264
2020-06-12,08:52,Early Morning,18,4265
2020-06-12,08:52,Early Morning,21,4266
2020-06-12,08:52,Early Morning,23,4267
2020-06-12,08:52,Early Morning,26,4268
2020-06-12,08:52,Early Morning,28,4269
2020-06-12,08:52,Early Morning,30,4270
2020-06-12,08:52,Early Morning,33,4271
2020-06-12,08:52,Early Morning,35,4272
2020-06-12,08:52,Early Morning,38,4273
2020-06-12,08:52,Early Morning,40,4274
2020-06-12,08:52,Early Morning,42,4275
2020-06-12,08:52,Early Morning,45,4276
2020-06-12,08:52,Early Morning,47,4277
2020-06-12,08:52,Early Morning,50,4278
2020-06-12,08:52,Early Morning,52,4279
2020-06-12,08:52,Early Morning,54,4280
2020-06-12,08:52,Early Morning,57,4281
2020-06-12,08:52,Early Morning,59,4282
2020-06-12,08:53,Early Morning,2,4283
2020-06-12,08:53,Early Morning,4,4284
2020-06-12,08:53,Early Morning,6,4285
2020-06-12,08:53,Early Morning,9,4286
2020-06-12,08:53,Early Morning,11,4287
2020-06-12,08:53,Early Morning,14,4288
2020-06-12,08:53,Early Morning,16,4289
2020-06-12,08:53,Early Morning,18,4290
2020-06-12,08:53,Early Morning,21,4291
2020-06-12,08:53,Early Morning,23,4292
2020-06-12,08:53,Early Morning,26,4293
2020-06-12,08:53,Early Morning,28,4294
2020-06-12,08:53,Early Morning,30,4295
2020-06-12,08:53,Early Morning,33,4296
2020-06-12,08:53,Early Morning,35,4297
2020-06-12,08:53,Early Morning,38,4298
2020-06-12,08:53,Early Morning,40,4299
2020-06-12,08:53,Early Morning,42,4300
2020-06-12,08:53,Early Morning,45,4301
2020-06-12,08:53,Early Morning,47,4302
2020-06-12,08:53,Early Morning,50,4303
2020-06-12,08:53,Early Morning,52,4304
2020-06-12,08:53,Early Morning,54,4305
2020-06-12,08:53,Early Morning,57,4306
2020-06-12,08:53,Early Morning,59,4307
2020-06-12,08:54,Early Morning,2,4308
2020-06-12,08:54,Early Morning,4,4309
2020-06-12,08:54,Early Morning,6,4310
2020-06-12,08:54,Early Morning,9,4311
2020-06-12,08:54,Early Morning,11,4312
2020-06-12,08:54,Early Morning,14,4313
2020-06-12,08:54,Early Morning,16,4314
2020-06-12,08:54,Early Morning,18,4315
2020-06-12,08:54,Early Morning,21,4316
2020-06-12,08:54,Early Morning,23,4317
2020-06-12,08:54,Early Morning,26,4318
2020-06-12,08:54,Early Morning,28,4319
2020-06-12,08:54,Early Morning,30,4320
2020-06-12,08:54,Early Morning,33,4321
2020-06-12,08:54,Early Morning,35,4322
2020-06-12,08:54,Early Morning,38,4323
2020-06-12,08:54,Early Morning,40,4324
2020-06-12,08:54,Early Morning,42,4325
2020-06-12,08:54,Early Morning,45,4326
2020-06-12,08:54,Early Morning,47,4327
2020-06-12,08:54,Early Morning,50,4328
2020-06-12,08:54,Early Morning,52,4329
2020-06-12,08:54,Early Morning,54,4330
2020-06-12,08:54,Early Morning,57,4331
2020-06-12,08:54,Early Morning,59,4332
2020-06-12,08:55,Early Morning,2,4333
2020-06-12,08:55,Early Morning,4,4334
2020-06-12,08:55,Early Morning,6,4335
2020-06-12,08:55,Early Morning,9,4336
2020-06-12,08:55,Early Morning,11,4337
2020-06-12,08:55,Early Morning,14,4338
2020-06-12,08:55,Early Morning,16,4339
2020-06-12,08:55,Early Morning,18,4340
2020-06-12,08:55,Early Morning,21,4341
2020-06-12,08:55,Early Morning,23,4342
2020-06-12,08:55,Early Morning,26,4343
2020-06-12,08:55,Early Morning,28,4344
2020-06-12,08:55,Early Morning,30,4345
2020-06-12,08:55,Early Morning,33,4346
2020-06-12,08:55,Early Morning,35,4347
2020-06-12,08:55,Early Morning,38,4348
2020-06-12,08:55,Early Morning,40,4349
2020-06-12,08:55,Early Morning,42,4350
2020-06-12,08:55,Early Morning,45,4351
2020-06-12,08:55,Early Morning,47,4352
2020-06-12,08:55,Early Morning,50,4353
2020-06-12,08:55,Early Morning,52,4354
2020-06-12,08:55,Early Morning,54,4355
2020-06-12,08:55,Early Morning,57,4356
2020-06-12,08:55,Early Morning,59,4357
2020-06-12,08:56,Early Morning,2,4358
2020-06-12,08:56,Early Morning,4,4359
2020-06-12,08:56,Early Morning,6,4360
2020-06-12,08:56,Early Morning,9,4361
2020-06-12,08:56,Early Morning,11,4362
2020-06-12,08:56,Early Morning,14,4363
2020-06-12,08:56,Early Morning,16,4364
2020-06-12,08:56,Early Morning,18,4365
2020-06-12,08:56,Early Morning,21,4366
2020-06-12,08:56,Early Morning,23,4367
2020-06-12,08:56,Early Morning,26,4368
2020-06-12,08:56,Early Morning,28,4369
2020-06-12,08:56,Early Morning,30,4370
2020-06-12,08:56,Early Morning,33,4371
2020-06-12,08:56,Early Morning,35,4372
2020-06-12,08:56,Early Morning,38,4373
2020-06-12,08:56,Early Morning,40,4374
2020-06-12,08:56,Early Morning,42,4375
2020-06-12,08:56,Early Morning,45,4376
2020-06-12,08:56,Early Morning,47,4377
2020-06-12,08:56,Early Morning,50,4378
2020-06-12,08:56,Early Morning,52,4379
2020-06-12,08:56,Early Morning,54,4380
2020-06-12,08:56,Early Morning,57,4381
2020-06-12,08:56,Early Morning,59,4382
2020-06-12,08:57,Early Morning,2,4383
2020-06-12,08:57,Early Morning,4,4384
2020-06-12,08:57,Early Morning,6,4385
2020-06-12,08:57,Early Morning,9,4386
2020-06-12,08:57,Early Morning,11,4387
2020-06-12,08:57,Early Morning,14,4388
2020-06-12,08:57,Early Morning,16,4389
2020-06-12,08:57,Early Morning,18,4390
2020-06-12,08:57,Early Morning,21,4391
2020-06-12,08:57,Early Morning,23,4392
2020-06-12,08:57,Early Morning,26,4393
2020-06-12,08:57,Early Morning,28,4394
2020-06-12,08:57,Early Morning,30,4395
2020-06-12,08:57,Early Morning,33,4396
2020-06-12,08:57,Early Morning,35,4397
2020-06-12,08:57,Early Morning,38,4398
2020-06-12,08:57,Early Morning,40,4399
2020-06-12,08:57,Early Morning,42,4400
2020-06-12,08:57,Early Morning,45,4401
2020-06-12,08:57,Early Morning,47,4402
2020-06-12,08:57,Early Morning,50,4403
2020-06-12,08:57,Early Morning,52,4404
2020-06-12,08:57,Early Morning,54,4405
2020-06-12,08:57,Early Morning,57,4406
2020-06-12,08:57,Early Morning,59,4407
2020-06-12,08:58,Early Morning,2,4408
2020-06-12,08:58,Early Morning,4,4409
2020-06-12,08:58,Early Morning,6,4410
2020-06-12,08:58,Early Morning,9,4411
2020-06-12,08:58,Early Morning,11,4412
2020-06-12,08:58,Early Morning,14,4413
2020-06-12,08:58,Early Morning,16,4414
2020-06-12,08:58,Early Morning,18,4415
2020-06-12,08:58,Early Morning,21,4416
2020-06-12,08:58,Early Morning,23,4417
2020-06-12,08:58,Early Morning,26,4418
2020-06-12,08:58,Early Morning,28,4419
2020-06-12,08:58,Early Morning,30,4420
2020-06-12,08:58,Early Morning,33,4421
2020-06-12,08:58,Early Morning,35,4422
2020-06-12,08:58,Early Morning,38,4423
2020-06-12,08:58,Early Morning,40,4424
2020-06-12,08:58,Early Morning,42,4425
2020-06-12,08:58,Early Morning,45,4426
2020-06-12,08:58,Early Morning,47,4427
2020-06-12,08:58,Early Morning,50,4428
2020-06-12,08:58,Early Morning,52,4429
2020-06-12,08:58,Early Morning,54,4430
2020-06-12,08:58,Early Morning,57,4431
2020-06-12,08:58,Early Morning,59,4432
2020-06-12,08:59,Early Morning,2,4433
2020-06-12,08:59,Early Morning,4,4434
2020-06-12,08:59,Early Morning,6,4435
2020-06-12,08:59,Early Morning,9,4436
2020-06-12,08:59,Early Morning,11,4437
2020-06-12,08:59,Early Morning,14,4438
2020-06-12,08:59,Early Morning,16,4439
2020-06-12,08:59,Early Morning,18,4440
2020-06-12,08:59,Early Morning,21,4441
2020-06-12,08:59,Early Morning,23,4442
2020-06-12,08:59,Early Morning,26,4443
2020-06-12,08:59,Early Morning,28,4444
2020-06-12,08:59,Early Morning,30,4445
2020-06-12,08:59,Early Morning,33,4446
2020-06-12,08:59,Early Morning,35,4447
2020-06-12,08:59,Early Morning,38,4448
2020-06-12,08:59,Early Morning,40,4449
2020-06-12,08:59,Early Morning,42,4450
2020-06-12,08:59,Early Morning,45,4451
2020-06-12,08:59,Early Morning,47,4452
2020-06-12,08:59,Early Morning,50,4453
2020-06-12,08:59,Early Morning,52,4454
2020-06-12,08:59,Early Morning,54,4455
2020-06-12,08:59,Early Morning,57,4456
2020-06-12,08:59,Early Morning,59,4457
2020-06-12,09:00,Early Morning,2,4458
2020-06-12,09:00,Early Morning,4,4459
2020-06-12,09:00,Early Morning,6,4460
2020-06-12,09:00,Early Morning,9,4461
2020-06-12,09:00,Early Morning,11,4462
2020-06-12,09:00,Early Morning,14,4463
2020-06-12,09:00,Early Morning,16,4464
2020-06-12,09:00,Early Morning,18,4465
2020-06-12,09:00,Early Morning,21,4466
2020-06-12,09:00,Early Morning,23,4467
2020-06-12,09:00,Early Morning,26,4468
2020-06-12,09:00,Early Morning,28,4469
2020-06-12,09:00,Early Morning,30,4470
2020-06-12,09:00,Early Morning,33,4471
2020-06-12,09:00,Early Morning,35,4472
2020-06-12,09:00,Early Morning,38,4473
2020-06-12,09:00,Early Morning,40,4474
2020-06-12,09:00,Early Morning,42,4475
2020-06-12,09:00,Early Morning,45,4476
2020-06-12,09:00,Early Morning,47,4477
2020-06-12,09:00,Early Morning,50,4478
2020-06-12,09:00,Early Morning,52,4479
2020-06-12,09:00,Early Morning,54,4480
2020-06-12,09:00,Early Morning,57,4481
2020-06-12,09:00,Early Morning,59,4482
2020-06-12,09:01,Early Morning,2,4483
2020-06-12,09:01,Early Morning,4,4484
2020-06-12,09:01,Early Morning,6,4485
2020-06-12,09:01,Early Morning,9,4486
2020-06-12,09:01,Early Morning,11,4487
2020-06-12,09:01,Early Morning,14,4488
2020-06-12,09:01,Early Morning,16,4489
2020-06-12,09:01,Early Morning,18,4490
2020-06-12,09:01,Early Morning,21,4491
2020-06-12,09:01,Early Morning,23,4492
2020-06-12,09:01,Early Morning,26,4493
2020-06-12,09:01,Early Morning,28,4494
2020-06-12,09:01,Early Morning,30,4495
2020-06-12,09:01,Early Morning,33,4496
2020-06-12,09:01,Early Morning,35,4497
2020-06-12,09:01,Early Morning,38,4498
2020-06-12,09:01,Early Morning,40,4499
2020-06-12,09:01,Mid Morning,42,4500
2020-06-12,10:19,Late Morning,36,4501
2020-06-12,10:19,Late Morning,40,4502
2020-06-12,10:19,Late Morning,43,4503
2020-06-12,10:19,Late Morning,47,4504
2020-06-12,10:19,Late Morning,50,4505
2020-06-12,10:19,Late Morning,54,4506
2020-06-12,10:19,Late Morning,58,4507
2020-06-12,10:20,Late Morning,1,4508
2020-06-12,10:20,Late Morning,5,4509
2020-06-12,10:20,Late Morning,8,4510
2020-06-12,10:20,Late Morning,12,4511
2020-06-12,10:20,Late Morning,16,4512
2020-06-12,10:20,Late Morning,19,4513
2020-06-12,10:20,Late Morning,23,4514
2020-06-12,10:20,Late Morning,26,4515
2020-06-12,10:20,Late Morning,30,4516
2020-06-12,10:20,Late Morning,34,4517
2020-06-12,10:20,Late Morning,37,4518
2020-06-12,10:20,Late Morning,41,4519
2020-06-12,10:20,Late Morning,44,4520
2020-06-12,10:20,Late Morning,48,4521
2020-06-12,10:20,Late Morning,52,4522
2020-06-12,10:20,Late Morning,55,4523
2020-06-12,10:20,Late Morning,59,4524
2020-06-12,10:21,Late Morning,2,4525
2020-06-12,10:21,Late Morning,6,4526
2020-06-12,10:21,Late Morning,10,4527
2020-06-12,10:21,Late Morning,13,4528
2020-06-12,10:21,Late Morning,17,4529
2020-06-12,10:21,Late Morning,20,4530
2020-06-12,10:21,Late Morning,24,4531
2020-06-12,10:21,Late Morning,28,4532
2020-06-12,10:21,Late Morning,31,4533
2020-06-12,10:21,Late Morning,35,4534
2020-06-12,10:21,Late Morning,38,4535
2020-06-12,10:21,Late Morning,42,4536
2020-06-12,10:21,Late Morning,46,4537
2020-06-12,10:21,Late Morning,49,4538
2020-06-12,10:21,Late Morning,53,4539
2020-06-12,10:21,Late Morning,56,4540
2020-06-12,10:22,Late Morning,0,4541
2020-06-12,10:22,Late Morning,4,4542
2020-06-12,10:22,Late Morning,7,4543
2020-06-12,10:22,Late Morning,11,4544
2020-06-12,10:22,Late Morning,14,4545
2020-06-12,10:22,Late Morning,18,4546
2020-06-12,10:22,Late Morning,22,4547
2020-06-12,10:22,Late Morning,25,4548
2020-06-12,10:22,Late Morning,29,4549
2020-06-12,10:22,Late Morning,32,4550
2020-06-12,10:22,Late Morning,36,4551
2020-06-12,10:22,Late Morning,40,4552
2020-06-12,10:22,Late Morning,43,4553
2020-06-12,10:22,Late Morning,47,4554
2020-06-12,10:22,Late Morning,50,4555
2020-06-12,10:22,Late Morning,54,4556
2020-06-12,10:22,Late Morning,58,4557
2020-06-12,10:23,Late Morning,1,4558
2020-06-12,10:23,Late Morning,5,4559
2020-06-12,10:23,Late Morning,8,4560
2020-06-12,10:23,Late Morning,12,4561
2020-06-12,10:23,Late Morning,16,4562
2020-06-12,10:23,Late Morning,19,4563
2020-06-12,10:23,Late Morning,23,4564
2020-06-12,10:23,Late Morning,26,4565
2020-06-12,10:23,Late Morning,30,4566
2020-06-12,10:23,Late Morning,34,4567
2020-06-12,10:23,Late Morning,37,4568
2020-06-12,10:23,Late Morning,41,4569
2020-06-12,10:23,Late Morning,44,4570
2020-06-12,10:23,Late Morning,48,4571
2020-06-12,10:23,Late Morning,52,4572
2020-06-12,10:23,Late Morning,55,4573
2020-06-12,10:23,Late Morning,59,4574
2020-06-12,10:24,Late Morning,2,4575
2020-06-12,10:24,Late Morning,6,4576
2020-06-12,10:24,Late Morning,10,4577
2020-06-12,10:24,Late Morning,13,4578
2020-06-12,10:24,Late Morning,17,4579
2020-06-12,10:24,Late Morning,20,4580
2020-06-12,10:24,Late Morning,24,4581
2020-06-12,10:24,Late Morning,28,4582
2020-06-12,10:24,Late Morning,31,4583
2020-06-12,10:24,Late Morning,35,4584
2020-06-12,10:24,Late Morning,38,4585
2020-06-12,10:24,Late Morning,42,4586
2020-06-12,10:24,Late Morning,46,4587
2020-06-12,10:24,Late Morning,49,4588
2020-06-12,10:24,Late Morning,53,4589
2020-06-12,10:24,Late Morning,56,4590
2020-06-12,10:25,Late Morning,0,4591
2020-06-12,10:25,Late Morning,4,4592
2020-06-12,10:25,Late Morning,7,4593
2020-06-12,10:25,Late Morning,11,4594
2020-06-12,10:25,Late Morning,14,4595
2020-06-12,10:25,Late Morning,18,4596
2020-06-12,10:25,Late Morning,22,4597
2020-06-12,10:25,Late Morning,25,4598
2020-06-12,10:25,Late Morning,29,4599
2020-06-12,10:25,Late Morning,32,4600
2020-06-12,10:25,Late Morning,36,4601
2020-06-12,10:25,Late Morning,40,4602
2020-06-12,10:25,Late Morning,43,4603
2020-06-12,10:25,Late Morning,47,4604
2020-06-12,10:25,Late Morning,50,4605
2020-06-12,10:25,Late Morning,54,4606
2020-06-12,10:25,Late Morning,58,4607
2020-06-12,10:26,Late Morning,1,4608
2020-06-12,10:26,Late Morning,5,4609
2020-06-12,10:26,Late Morning,8,4610
2020-06-12,10:26,Late Morning,12,4611
2020-06-12,10:26,Late Morning,16,4612
2020-06-12,10:26,Late Morning,19,4613
2020-06-12,10:26,Late Morning,23,4614
2020-06-12,10:26,Late Morning,26,4615
2020-06-12,10:26,Late Morning,30,4616
2020-06-12,10:26,Late Morning,34,4617
2020-06-12,10:26,Late Morning,37,4618
2020-06-12,10:26,Late Morning,41,4619
2020-06-12,10:26,Late Morning,44,4620
2020-06-12,10:26,Late Morning,48,4621
2020-06-12,10:26,Late Morning,52,4622
2020-06-12,10:26,Late Morning,55,4623
2020-06-12,10:26,Late Morning,59,4624
2020-06-12,10:27,Late Morning,2,4625
2020-06-12,10:27,Late Morning,6,4626
2020-06-12,10:27,Late Morning,10,4627
2020-06-12,10:27,Late Morning,13,4628
2020-06-12,10:27,Late Morning,17,4629
2020-06-12,10:27,Late Morning,20,4630
2020-06-12,10:27,Late Morning,24,4631
2020-06-12,10:27,Late Morning,28,4632
2020-06-12,10:27,Late Morning,31,4633
2020-06-12,10:27,Late Morning,35,4634
2020-06-12,10:27,Late Morning,38,4635
2020-06-12,10:27,Late Morning,42,4636
2020-06-12,10:27,Late Morning,46,4637
2020-06-12,10:27,Late Morning,49,4638
2020-06-12,10:27,Late Morning,53,4639
2020-06-12,10:27,Late Morning,56,4640
2020-06-12,10:28,Late Morning,0,4641
2020-06-12,10:28,Late Morning,4,4642
2020-06-12,10:28,Late Morning,7,4643
2020-06-12,10:28,Late Morning,11,4644
2020-06-12,10:28,Late Morning,14,4645
2020-06-12,10:28,Late Morning,18,4646
2020-06-12,10:28,Late Morning,22,4647
2020-06-12,10:28,Late Morning,25,4648
2020-06-12,10:28,Late Morning,29,4649
2020-06-12,10:28,Late Morning,32,4650
2020-06-12,10:28,Late Morning,36,4651
2020-06-12,10:28,Late Morning,40,4652
2020-06-12,10:28,Late Morning,43,4653
2020-06-12,10:28,Late Morning,47,4654
2020-06-12,10:28,Late Morning,50,4655
2020-06-12,10:28,Late Morning,54,4656
2020-06-12,10:28,Late Morning,58,4657
2020-06-12,10:29,Late Morning,1,4658
2020-06-12,10:29,Late Morning,5,4659
2020-06-12,10:29,Late Morning,8,4660
2020-06-12,10:29,Late Morning,12,4661
2020-06-12,10:29,Late Morning,16,4662
2020-06-12,10:29,Late Morning,19,4663
2020-06-12,10:29,Late Morning,23,4664
2020-06-12,10:29,Late Morning,26,4665
2020-06-12,10:29,Late Morning,30,4666
2020-06-12,10:29,Late Morning,34,4667
2020-06-12,10:29,Late Morning,37,4668
2020-06-12,10:29,Late Morning,41,4669
2020-06-12,10:29,Late Morning,44,4670
2020-06-12,10:29,Late Morning,48,4671
2020-06-12,10:29,Late Morning,52,4672
2020-06-12,10:29,Late Morning,55,4673
2020-06-12,10:29,Late Morning,59,4674
2020-06-12,10:30,Late Morning,2,4675
2020-06-12,10:30,Late Morning,6,4676
2020-06-12,10:30,Late Morning,10,4677
2020-06-12,10:30,Late Morning,13,4678
2020-06-12,10:30,Late Morning,17,4679
2020-06-12,10:30,Late Morning,20,4680
2020-06-12,10:30,Late Morning,24,4681
2020-06-12,10:30,Late Morning,28,4682
