Date,Time,Time of Day,Second,Kelvins
2020-06-12,12:36,Early Afternoon,24,6218
2020-06-12,12:36,Early Afternoon,28,6217
2020-06-12,12:36,Early Afternoon,31,6216
2020-06-12,12:36,Early Afternoon,35,6215
2020-06-12,12:36,Early Afternoon,39,6214
2020-06-12,12:36,Early Afternoon,42,6213
2020-06-12,12:36,Early Afternoon,46,6212
2020-06-12,12:36,Early Afternoon,49,6211
2020-06-12,12:36,Early Afternoon,53,6210
2020-06-12,12:36,Early Afternoon,57,6209
2020-06-12,12:37,Early Afternoon,0,6208
2020-06-12,12:37,Early Afternoon,4,6207
2020-06-12,12:37,Early Afternoon,7,6206
2020-06-12,12:37,Early Afternoon,11,6205
2020-06-12,12:37,Early Afternoon,15,6204
2020-06-12,12:37,Early Afternoon,18,6203
2020-06-12,12:37,Early Afternoon,22,6202
2020-06-12,12:37,Early Afternoon,25,6201
2020-06-12,12:37,Early Afternoon,29,6200
2020-06-12,12:37,Early Afternoon,33,6199
2020-06-12,12:37,Early Afternoon,36,6198
2020-06-12,12:37,Early Afternoon,40,6197
2020-06-12,12:37,Early Afternoon,43,6196
2020-06-12,12:37,Early Afternoon,47,6195
2020-06-12,12:37,Early Afternoon,51,6194
2020-06-12,12:37,Early Afternoon,54,6193
2020-06-12,12:37,Early Afternoon,58,6192
2020-06-12,12:38,Early Afternoon,1,6191
2020-06-12,12:38,Early Afternoon,5,6190
2020-06-12,12:38,Early Afternoon,9,6189
2020-06-12,12:38,Early Afternoon,12,6188
2020-06-12,12:38,Early Afternoon,16,6187
2020-06-12,12:38,Early Afternoon,19,6186
2020-06-12,12:38,Early Afternoon,23,6185
2020-06-12,12:38,Early Afternoon,27,6184
2020-06-12,12:38,Early Afternoon,30,6183
2020-06-12,12:38,Early Afternoon,34,6182
2020-06-12,12:38,Early Afternoon,37,6181
2020-06-12,12:38,Early Afternoon,41,6180
2020-06-12,12:38,Early Afternoon,45,6179
2020-06-12,12:38,Early Afternoon,48,6178
2020-06-12,12:38,Early Afternoon,52,6177
2020-06-12,12:38,Early Afternoon,55,6176
2020-06-12,12:38,Early Afternoon,59,6175
2020-06-12,12:39,Early Afternoon,3,6174
2020-06-12,12:39,Early Afternoon,6,6173
2020-06-12,12:39,Early Afternoon,10,6172
2020-06-12,12:39,Early Afternoon,13,6171
2020-06-12,12:39,Early Afternoon,17,6170
2020-06-12,12:39,Early Afternoon,21,6169
2020-06-12,12:39,Early Afternoon,24,6168
2020-06-12,12:39,Early Afternoon,28,6167
2020-06-12,12:39,Early Afternoon,31,6166
2020-06-12,12:39,Early Afternoon,35,6165
2020-06-12,12:39,Early Afternoon,39,6164
2020-06-12,12:39,Early Afternoon,42,6163
2020-06-12,12:39,Early Afternoon,46,6162
2020-06-12,12:39,Early Afternoon,49,6161
2020-06-12,12:39,Early Afternoon,53,6160
2020-06-12,12:39,Early Afternoon,57,6159
2020-06-12,12:40,Early Afternoon,0,6158
2020-06-12,12:40,Early Afternoon,4,6157
2020-06-12,12:40,Early Afternoon,7,6156
2020-06-12,12:40,Early Afternoon,11,6155
2020-06-12,12:40,Early Afternoon,15,6154
2020-06-12,12:40,Early Afternoon,18,6153
2020-06-12,12:40,Early Afternoon,22,6152
2020-06-12,12:40,Early Afternoon,25,6151
2020-06-12,12:40,Early Afternoon,29,6150
2020-06-12,12:40,Early Afternoon,33,6149
2020-06-12,12:40,Early Afternoon,36,6148
2020-06-12,12:40,Early Afternoon,40,6147
2020-06-12,12:40,Early Afternoon,43,6146
2020-06-12,12:40,Early Afternoon,47,6145
2020-06-12,12:40,Early Afternoon,51,6144
2020-06-12,12:40,Early Afternoon,54,6143
2020-06-12,12:40,Early Afternoon,58,6142
2020-06-12,12:41,Early Afternoon,1,6141
2020-06-12,12:41,Early Afternoon,5,6140
2020-06-12,12:41,Early Afternoon,9,6139
2020-06-12,12:41,Early Afternoon,12,6138
2020-06-12,12:41,Early Afternoon,16,6137
2020-06-12,12:41,Early Afternoon,19,6136
2020-06-12,12:41,Early Afternoon,23,6135
2020-06-12,12:41,Early Afternoon,27,6134
2020-06-12,12:41,Early Afternoon,30,6133
2020-06-12,12:41,Early Afternoon,34,6132
2020-06-12,12:41,Early Afternoon,37,6131
2020-06-12,12:41,Early Afternoon,41,6130
2020-06-12,12:41,Early Afternoon,45,6129
2020-06-12,12:41,Early Afternoon,48,6128
2020-06-12,12:41,Early Afternoon,52,6127
2020-06-12,12:41,Early Afternoon,55,6126
2020-06-12,12:41,Early Afternoon,59,6125
2020-06-12,12:42,Early Afternoon,3,6124
2020-06-12,12:42,Early Afternoon,6,6123
2020-06-12,12:42,Early Afternoon,10,6122
2020-06-12,12:42,Early Afternoon,13,6121
2020-06-12,12:42,Early Afternoon,17,6120
2020-06-12,12:42,Early Afternoon,21,6119
2020-06-12,12:42,Early Afternoon,24,6118
2020-06-12,12:42,Early Afternoon,28,6117
2020-06-12,12:42,Early Afternoon,31,6116
2020-06-12,12:42,Early Afternoon,35,6115
2020-06-12,12:42,Early Afternoon,39,6114
2020-06-12,12:42,Early Afternoon,42,6113
2020-06-12,12:42,Early Afternoon,46,6112
2020-06-12,12:42,Early Afternoon,49,6111
2020-06-12,12:42,Early Afternoon,53,6110
2020-06-12,12:42,Early Afternoon,57,6109
2020-06-12,12:43,Early Afternoon,0,6108
2020-06-12,12:43,Early Afternoon,4,6107
2020-06-12,12:43,Early Afternoon,7,6106
2020-06-12,12:43,Early Afternoon,11,6105
2020-06-12,12:43,Early Afternoon,15,6104
2020-06-12,12:43,Early Afternoon,18,6103
2020-06-12,12:43,Early Afternoon,22,6102
2020-06-12,12:43,Early Afternoon,25,6101
2020-06-12,12:43,Early Afternoon,29,6100
2020-06-12,12:43,Early Afternoon,33,6099
2020-06-12,12:43,Early Afternoon,36,6098
2020-06-12,12:43,Early Afternoon,40,6097
2020-06-12,12:43,Early Afternoon,43,6096
2020-06-12,12:43,Early Afternoon,47,6095
2020-06-12,12:43,Early Afternoon,51,6094
2020-06-12,12:43,Early Afternoon,54,6093
2020-06-12,12:43,Early Afternoon,58,6092
2020-06-12,12:44,Early Afternoon,1,6091
2020-06-12,12:44,Early Afternoon,5,6090
2020-06-12,12:44,Early Afternoon,9,6089
2020-06-12,12:44,Early Afternoon,12,6088
2020-06-12,12:44,Early Afternoon,16,6087
2020-06-12,12:44,Early Afternoon,19,6086
2020-06-12,12:44,Early Afternoon,23,6085
2020-06-12,12:44,Early Afternoon,27,6084
2020-06-12,12:44,Early Afternoon,30,6083
2020-06-12,12:44,Early Afternoon,34,6082
2020-06-12,12:44,Early Afternoon,37,6081
2020-06-12,12:44,Early Afternoon,41,6080
2020-06-12,12:44,Early Afternoon,45,6079
2020-06-12,12:44,Early Afternoon,48,6078
2020-06-12,12:44,Early Afternoon,52,6077
2020-06-12,12:44,Early Afternoon,55,6076
2020-06-12,12:44,Early Afternoon,59,6075
2020-06-12,12:45,Early Afternoon,3,6074
2020-06-12,12:45,Early Afternoon,6,6073
2020-06-12,12:45,Early Afternoon,10,6072
2020-06-12,12:45,Early Afternoon,13,6071
2020-06-12,12:45,Early Afternoon,17,6070
2020-06-12,12:45,Early Afternoon,21,6069
2020-06-12,12:45,Early Afternoon,24,6068
2020-06-12,12:45,Early Afternoon,28,6067
2020-06-12,12:45,Early Afternoon,31,6066
2020-06-12,12:45,Early Afternoon,35,6065
2020-06-12,12:45,Early Afternoon,39,6064
2020-06-12,12:45,Early Afternoon,42,6063
2020-06-12,12:45,Early Afternoon,46,6062
2020-06-12,12:45,Early Afternoon,49,6061
2020-06-12,12:45,Early Afternoon,53,6060
2020-06-12,12:45,Early Afternoon,57,6059
2020-06-12,12:46,Early Afternoon,0,6058
2020-06-12,12:46,Early Afternoon,4,6057
2020-06-12,12:46,Early Afternoon,7,6056
2020-06-12,12:46,Early Afternoon,11,6055
2020-06-12,12:46,Early Afternoon,15,6054
2020-06-12,12:46,Early Afternoon,18,6053
2020-06-12,12:46,Early Afternoon,22,6052
2020-06-12,12:46,Early Afternoon,25,6051
2020-06-12,12:46,Early Afternoon,29,6050
2020-06-12,12:46,Early Afternoon,33,6049
2020-06-12,12:46,Early Afternoon,36,6048
2020-06-12,12:46,Early Afternoon,40,6047
2020-06-12,12:46,Early Afternoon,43,6046
2020-06-12,12:46,Early Afternoon,47,6045
2020-06-12,12:46,Early Afternoon,51,6044
2020-06-12,12:46,Early Afternoon,54,6043
2020-06-12,12:46,Early Afternoon,58,6042
2020-06-12,12:47,Early Afternoon,1,6041
2020-06-12,12:47,Early Afternoon,5,6040
2020-06-12,12:47,Early Afternoon,9,6039
2020-06-12,12:47,Early Afternoon,12,6038
2020-06-12,12:47,Early Afternoon,16,6037
2020-06-12,12:47,Early Afternoon,19,6036
2020-06-12,12:47,Early Afternoon,23,6035
2020-06-12,12:47,Early Afternoon,27,6034
2020-06-12,12:47,Early Afternoon,30,6033
2020-06-12,12:47,Early Afternoon,34,6032
2020-06-12,12:47,Early Afternoon,37,6031
2020-06-12,12:47,Early Afternoon,41,6030
2020-06-12,12:47,Early Afternoon,45,6029
2020-06-12,12:47,Early Afternoon,48,6028
2020-06-12,12:47,Early Afternoon,52,6027
2020-06-12,12:47,Early Afternoon,55,6026
2020-06-12,12:47,Early Afternoon,59,6025
2020-06-12,12:48,Early Afternoon,3,6024
2020-06-12,12:48,Early Afternoon,6,6023
2020-06-12,12:48,Early Afternoon,10,6022
2020-06-12,12:48,Early Afternoon,13,6021
2020-06-12,12:48,Early Afternoon,17,6020
2020-06-12,12:48,Early Afternoon,21,6019
2020-06-12,12:48,Early Afternoon,24,6018
2020-06-12,12:48,Early Afternoon,28,6017
2020-06-12,12:48,Early Afternoon,31,6016
2020-06-12,12:48,Early Afternoon,35,6015
2020-06-12,12:48,Early Afternoon,39,6014
2020-06-12,12:48,Early Afternoon,42,6013
2020-06-12,12:48,Early Afternoon,46,6012
2020-06-12,12:48,Early Afternoon,49,6011
2020-06-12,12:48,Early Afternoon,53,6010
2020-06-12,12:48,Early Afternoon,57,6009
2020-06-12,12:49,Early Afternoon,0,6008
2020-06-12,12:49,Early Afternoon,4,6007
2020-06-12,12:49,Early Afternoon,7,6006
2020-06-12,12:49,Early Afternoon,11,6005
2020-06-12,12:49,Early Afternoon,15,6004
2020-06-12,12:49,Early Afternoon,18,6003
2020-06-12,12:49,Early Afternoon,22,6002
2020-06-12,12:49,Early Afternoon,25,6001
2020-06-12,12:49,Early Afternoon,29,6000
2020-06-12,12:49,Early Afternoon,33,5999
2020-06-12,12:49,Early Afternoon,36,5998
2020-06-12,12:49,Early Afternoon,40,5997
2020-06-12,12:49,Early Afternoon,43,5996
2020-06-12,12:49,Early Afternoon,47,5995
2020-06-12,12:49,Early Afternoon,51,5994
2020-06-12,12:49,Early Afternoon,54,5993
2020-06-12,12:49,Early Afternoon,58,5992
2020-06-12,12:50,Early Afternoon,1,5991
2020-06-12,12:50,Early Afternoon,5,5990
2020-06-12,12:50,Early Afternoon,9,5989
2020-06-12,12:50,Early Afternoon,12,5988
2020-06-12,12:50,Early Afternoon,16,5987
2020-06-12,12:50,Early Afternoon,19,5986
2020-06-12,12:50,Early Afternoon,23,5985
2020-06-12,12:50,Early Afternoon,27,5984
2020-06-12,12:50,Early Afternoon,30,5983
2020-06-12,12:50,Early Afternoon,34,5982
2020-06-12,12:50,Early Afternoon,37,5981
2020-06-12,12:50,Early Afternoon,41,5980
2020-06-12,12:50,Early Afternoon,45,5979
2020-06-12,12:50,Early Afternoon,48,5978
2020-06-12,12:50,Early Afternoon,52,5977
2020-06-12,12:50,Early Afternoon,55,5976
2020-06-12,12:50,Early Afternoon,59,5975
2020-06-12,12:51,Early Afternoon,3,5974
2020-06-12,12:51,Early Afternoon,6,5973
2020-06-12,12:51,Early Afternoon,10,5972
2020-06-12,12:51,Early Afternoon,13,5971
2020-06-12,12:51,Early Afternoon,17,5970
2020-06-12,12:51,Early Afternoon,21,5969
2020-06-12,12:51,Early Afternoon,24,5968
2020-06-12,12:51,Early Afternoon,28,5967
2020-06-12,12:51,Early Afternoon,31,5966
2020-06-12,12:51,Early Afternoon,35,5965
2020-06-12,12:51,Early Afternoon,39,5964
2020-06-12,12:51,Early Afternoon,42,5963
2020-06-12,12:51,Early Afternoon,46,5962
2020-06-12,12:51,Early Afternoon,49,5961
2020-06-12,12:51,Early Afternoon,53,5960
2020-06-12,12:51,Early Afternoon,57,5959
2020-06-12,12:52,Early Afternoon,0,5958
2020-06-12,12:52,Early Afternoon,4,5957
2020-06-12,12:52,Early Afternoon,7,5956
2020-06-12,12:52,Early Afternoon,11,5955
2020-06-12,12:52,Early Afternoon,15,5954
2020-06-12,12:52,Early Afternoon,18,5953
2020-06-12,12:52,Early Afternoon,22,5952
2020-06-12,12:52,Early Afternoon,25,5951
2020-06-12,12:52,Early Afternoon,29,5950
2020-06-12,12:52,Early Afternoon,33,5949
2020-06-12,12:52,Early Afternoon,36,5948
2020-06-12,12:52,Early Afternoon,40,5947
2020-06-12,12:52,Early Afternoon,43,5946
2020-06-12,12:52,Early Afternoon,47,5945
2020-06-12,12:52,Early Afternoon,51,5944
2020-06-12,12:52,Early Afternoon,54,5943
2020-06-12,12:52,Early Afternoon,58,5942
2020-06-12,12:53,Early Afternoon,1,5941
2020-06-12,12:53,Early Afternoon,5,5940
2020-06-12,12:53,Early Afternoon,9,5939
2020-06-12,12:53,Early Afternoon,12,5938
2020-06-12,12:53,Early Afternoon,16,5937
2020-06-12,12:53,Early Afternoon,19,5936
2020-06-12,12:53,Early Afternoon,23,5935
2020-06-12,12:53,Early Afternoon,27,5934
2020-06-12,12:53,Early Afternoon,30,5933
2020-06-12,12:53,Early Afternoon,34,5932
2020-06-12,12:53,Early Afternoon,37,5931
2020-06-12,12:53,Early Afternoon,41,5930
2020-06-12,12:53,Early Afternoon,45,5929
2020-06-12,12:53,Early Afternoon,48,5928
2020-06-12,12:53,Early Afternoon,52,5927
2020-06-12,12:53,Early Afternoon,55,5926
2020-06-12,12:53,Early Afternoon,59,5925
2020-06-12,12:54,Early Afternoon,3,5924
2020-06-12,12:54,Early Afternoon,6,5923
2020-06-12,12:54,Early Afternoon,10,5922
2020-06-12,12:54,Early Afternoon,13,5921
2020-06-12,12:54,Early Afternoon,17,5920
2020-06-12,12:54,Early Afternoon,21,5919
2020-06-12,12:54,Early Afternoon,24,5918
2020-06-12,12:54,Early Afternoon,28,5917
2020-06-12,12:54,Early Afternoon,31,5916
2020-06-12,12:54,Early Afternoon,35,5915
2020-06-12,12:54,Early Afternoon,39,5914
2020-06-12,12:54,Early Afternoon,42,5913
2020-06-12,12:54,Early Afternoon,46,5912
2020-06-12,12:54,Early Afternoon,49,5911
2020-06-12,12:54,Early Afternoon,53,5910
2020-06-12,12:54,Early Afternoon,57,5909
2020-06-12,12:55,Early Afternoon,0,5908
2020-06-12,12:55,Early Afternoon,4,5907
2020-06-12,12:55,Early Afternoon,7,5906
2020-06-12,12:55,Early Afternoon,11,5905
2020-06-12,12:55,Early Afternoon,15,5904
2020-06-12,12:55,Early Afternoon,18,5903
2020-06-12,12:55,Early Afternoon,22,5902
2020-06-12,12:55,Early Afternoon,25,5901
2020-06-12,12:55,Early Afternoon,29,5900
2020-06-12,12:55,Early Afternoon,33,5899
2020-06-12,12:55,Early Afternoon,36,5898
2020-06-12,12:55,Early Afternoon,40,5897
2020-06-12,12:55,Early Afternoon,43,5896
2020-06-12,12:55,Early Afternoon,47,5895
2020-06-12,12:55,Early Afternoon,51,5894
2020-06-12,12:55,Early Afternoon,54,5893
2020-06-12,12:55,Early Afternoon,58,5892
2020-06-12,12:56,Early Afternoon,1,5891
2020-06-12,12:56,Early Afternoon,5,5890
2020-06-12,12:56,Early Afternoon,9,5889
2020-06-12,12:56,Early Afternoon,12,5888
2020-06-12,12:56,Early Afternoon,16,5887
2020-06-12,12:56,Early Afternoon,19,5886
2020-06-12,12:56,Early Afternoon,23,5885
2020-06-12,12:56,Early Afternoon,27,5884
2020-06-12,12:56,Early Afternoon,30,5883
2020-06-12,12:56,Early Afternoon,34,5882
2020-06-12,12:56,Early Afternoon,37,5881
2020-06-12,12:56,Early Afternoon,41,5880
2020-06-12,12:56,Early Afternoon,45,5879
2020-06-12,12:56,Early Afternoon,48,5878
2020-06-12,12:56,Early Afternoon,52,5877
2020-06-12,12:56,Early Afternoon,55,5876
2020-06-12,12:56,Early Afternoon,59,5875
2020-06-12,12:57,Early Afternoon,3,5874
2020-06-12,12:57,Early Afternoon,6,5873
2020-06-12,12:57,Early Afternoon,10,5872
2020-06-12,12:57,Early Afternoon,13,5871
2020-06-12,12:57,Early Afternoon,17,5870
2020-06-12,12:57,Early Afternoon,21,5869
2020-06-12,12:57,Early Afternoon,24,5868
2020-06-12,12:57,Early Afternoon,28,5867
2020-06-12,12:57,Early Afternoon,31,5866
2020-06-12,12:57,Early Afternoon,35,5865
2020-06-12,12:57,Early Afternoon,39,5864
2020-06-12,12:57,Early Afternoon,42,5863
2020-06-12,12:57,Early Afternoon,46,5862
2020-06-12,12:57,Early Afternoon,49,5861
2020-06-12,12:57,Early Afternoon,53,5860
2020-06-12,12:57,Early Afternoon,57,5859
2020-06-12,12:58,Early Afternoon,0,5858
2020-06-12,12:58,Early Afternoon,4,5857
2020-06-12,12:58,Early Afternoon,7,5856
2020-06-12,12:58,Early Afternoon,11,5855
2020-06-12,12:58,Early Afternoon,15,5854
2020-06-12,12:58,Early Afternoon,18,5853
2020-06-12,12:58,Early Afternoon,22,5852
2020-06-12,12:58,Early Afternoon,25,5851
2020-06-12,12:58,Early Afternoon,29,5850
2020-06-12,12:58,Early Afternoon,33,5849
2020-06-12,12:58,Early Afternoon,36,5848
2020-06-12,12:58,Early Afternoon,40,5847
2020-06-12,12:58,Early Afternoon,43,5846
2020-06-12,12:58,Early Afternoon,47,5845
2020-06-12,12:58,Early Afternoon,51,5844
2020-06-12,12:58,Early Afternoon,54,5843
2020-06-12,12:58,Early Afternoon,58,5842
2020-06-12,12:59,Early Afternoon,1,5841
2020-06-12,12:59,Early Afternoon,5,5840
2020-06-12,12:59,Early Afternoon,9,5839
2020-06-12,12:59,Early Afternoon,12,5838
2020-06-12,12:59,Early Afternoon,16,5837
2020-06-12,12:59,Early Afternoon,19,5836
2020-06-12,12:59,Early Afternoon,23,5835
2020-06-12,12:59,Early Afternoon,27,5834
2020-06-12,12:59,Early Afternoon,30,5833
2020-06-12,12:59,Early Afternoon,34,5832
2020-06-12,12:59,Early Afternoon,37,5831
2020-06-12,12:59,Early Afternoon,41,5830
2020-06-12,12:59,Early Afternoon,45,5829
2020-06-12,12:59,Early Afternoon,48,5828
2020-06-12,12:59,Early Afternoon,52,5827
2020-06-12,12:59,Early Afternoon,55,5826
2020-06-12,12:59,Early Afternoon,59,5825
2020-06-12,13:00,Early Afternoon,3,5824
2020-06-12,13:00,Early Afternoon,6,5823
2020-06-12,13:00,Early Afternoon,10,5822
2020-06-12,13:00,Early Afternoon,13,5821
2020-06-12,13:00,Early Afternoon,17,5820
2020-06-12,13:00,Early Afternoon,21,5819
2020-06-12,13:00,Early Afternoon,24,5818
2020-06-12,13:00,Early Afternoon,28,5817
2020-06-12,13:00,Early Afternoon,31,5816
2020-06-12,13:00,Early Afternoon,35,5815
2020-06-12,13:00,Early Afternoon,39,5814
2020-06-12,13:00,Early Afternoon,42,5813
2020-06-12,13:00,Early Afternoon,46,5812
2020-06-12,13:00,Early Afternoon,49,5811
2020-06-12,13:00,Early Afternoon,53,5810
2020-06-12,13:00,Early Afternoon,57,5809
2020-06-12,13:01,Early Afternoon,0,5808
2020-06-12,13:01,Early Afternoon,4,5807
2020-06-12,13:01,Early Afternoon,7,5806
2020-06-12,13:01,Early Afternoon,11,5805
2020-06-12,13:01,Early Afternoon,15,5804
2020-06-12,13:01,Early Afternoon,18,5803
2020-06-12,13:01,Early Afternoon,22,5802
2020-06-12,13:01,Early Afternoon,25,5801
2020-06-12,13:01,Early Afternoon,29,5800
2020-06-12,13:01,Early Afternoon,33,5799
2020-06-12,13:01,Early Afternoon,36,5798
2020-06-12,13:01,Early Afternoon,40,5797
2020-06-12,13:01,Early Afternoon,43,5796
2020-06-12,13:01,Early Afternoon,47,5795
2020-06-12,13:01,Early Afternoon,51,5794
2020-06-12,13:01,Early Afternoon,54,5793
2020-06-12,13:01,Early Afternoon,58,5792
2020-06-12,13:02,Early Afternoon,1,5791
2020-06-12,13:02,Early Afternoon,5,5790
2020-06-12,13:02,Early Afternoon,9,5789
2020-06-12,13:02,Early Afternoon,12,5788
2020-06-12,13:02,Early Afternoon,16,5787
2020-06-12,13:02,Early Afternoon,19,5786
2020-06-12,13:02,Early Afternoon,23,5785
2020-06-12,13:02,Early Afternoon,27,5784
2020-06-12,13:02,Early Afternoon,30,5783
2020-06-12,13:02,Early Afternoon,34,5782
2020-06-12,13:02,Early Afternoon,37,5781
2020-06-12,13:02,Early Afternoon,41,5780
2020-06-12,13:02,Early Afternoon,45,5779
2020-06-12,13:02,Early Afternoon,48,5778
2020-06-12,13:02,Early Afternoon,52,5777
2020-06-12,13:02,Early Afternoon,55,5776
2020-06-12,13:02,Early Afternoon,59,5775
2020-06-12,13:03,Early Afternoon,3,5774
2020-06-12,13:03,Early Afternoon,6,5773
2020-06-12,13:03,Early Afternoon,10,5772
2020-06-12,13:03,Early Afternoon,13,5771
2020-06-12,13:03,Early Afternoon,17,5770
2020-06-12,13:03,Early Afternoon,21,5769
2020-06-12,13:03,Early Afternoon,24,5768
2020-06-12,13:03,Early Afternoon,28,5767
2020-06-12,13:03,Early Afternoon,31,5766
2020-06-12,13:03,Early Afternoon,35,5765
2020-06-12,13:03,Early Afternoon,39,5764
2020-06-12,13:03,Early Afternoon,42,5763
2020-06-12,13:03,Early Afternoon,46,5762
2020-06-12,13:03,Early Afternoon,49,5761
2020-06-12,13:03,Early Afternoon,53,5760
2020-06-12,13:03,Early Afternoon,57,5759
2020-06-12,13:04,Early Afternoon,0,5758
2020-06-12,13:04,Early Afternoon,4,5757
2020-06-12,13:04,Early Afternoon,7,5756
2020-06-12,13:04,Early Afternoon,11,5755
2020-06-12,13:04,Early Afternoon,15,5754
2020-06-12,13:04,Early Afternoon,18,5753
2020-06-12,13:04,Early Afternoon,22,5752
2020-06-12,13:04,Early Afternoon,25,5751
2020-06-12,13:04,Early Afternoon,29,5750
2020-06-12,13:04,Early Afternoon,33,5749
2020-06-12,13:04,Early Afternoon,36,5748
2020-06-12,13:04,Early Afternoon,40,5747
2020-06-12,13:04,Early Afternoon,43,5746
2020-06-12,13:04,Early Afternoon,47,5745
2020-06-12,13:04,Early Afternoon,51,5744
2020-06-12,13:04,Early Afternoon,54,5743
2020-06-12,13:04,Early Afternoon,58,5742
2020-06-12,13:05,Early Afternoon,1,5741
2020-06-12,13:05,Early Afternoon,5,5740
2020-06-12,13:05,Early Afternoon,9,5739
2020-06-12,13:05,Early Afternoon,12,5738
2020-06-12,13:05,Early Afternoon,16,5737
2020-06-12,13:05,Early Afternoon,19,5736
2020-06-12,13:05,Early Afternoon,23,5735
2020-06-12,13:05,Early Afternoon,27,5734
2020-06-12,13:05,Early Afternoon,30,5733
2020-06-12,13:05,Early Afternoon,34,5732
2020-06-12,13:05,Early Afternoon,37,5731
2020-06-12,13:05,Early Afternoon,41,5730
2020-06-12,13:05,Early Afternoon,45,5729
2020-06-12,13:05,Early Afternoon,48,5728
2020-06-12,13:05,Early Afternoon,52,5727
2020-06-12,13:05,Early Afternoon,55,5726
2020-06-12,13:05,Early Afternoon,59,5725
2020-06-12,13:06,Early Afternoon,3,5724
2020-06-12,13:06,Early Afternoon,6,5723
2020-06-12,13:06,Early Afternoon,10,5722
2020-06-12,13:06,Early Afternoon,13,5721
2020-06-12,13:06,Early Afternoon,17,5720
2020-06-12,13:06,Early Afternoon,21,5719
2020-06-12,13:06,Early Afternoon,24,5718
2020-06-12,13:06,Early Afternoon,28,5717
2020-06-12,13:06,Early Afternoon,31,5716
2020-06-12,13:06,Early Afternoon,35,5715
2020-06-12,13:06,Early Afternoon,39,5714
2020-06-12,13:06,Early Afternoon,42,5713
2020-06-12,13:06,Early Afternoon,46,5712
2020-06-12,13:06,Early Afternoon,49,5711
2020-06-12,13:06,Early Afternoon,53,5710
2020-06-12,13:06,Early Afternoon,57,5709
2020-06-12,13:07,Early Afternoon,0,5708
2020-06-12,13:07,Early Afternoon,4,5707
2020-06-12,13:07,Early Afternoon,7,5706
2020-06-12,13:07,Early Afternoon,11,5705
2020-06-12,13:07,Early Afternoon,15,5704
2020-06-12,13:07,Early Afternoon,18,5703
2020-06-12,13:07,Early Afternoon,22,5702
2020-06-12,13:07,Early Afternoon,25,5701
2020-06-12,13:07,Early Afternoon,29,5700
2020-06-12,13:07,Early Afternoon,33,5699
2020-06-12,13:07,Early Afternoon,36,5698
2020-06-12,13:07,Early Afternoon,40,5697
2020-06-12,13:07,Early Afternoon,43,5696
2020-06-12,13:07,Early Afternoon,47,5695
2020-06-12,13:07,Early Afternoon,51,5694
2020-06-12,13:07,Early Afternoon,54,5693
2020-06-12,13:07,Early Afternoon,58,5692
2020-06-12,13:08,Early Afternoon,1,5691
2020-06-12,13:08,Early Afternoon,5,5690
2020-06-12,13:08,Early Afternoon,9,5689
2020-06-12,13:08,Early Afternoon,12,5688
2020-06-12,13:08,Early Afternoon,16,5687
2020-06-12,13:08,Early Afternoon,19,5686
2020-06-12,13:08,Early Afternoon,23,5685
2020-06-12,13:08,Early Afternoon,27,5684
2020-06-12,13:08,Early Afternoon,30,5683
2020-06-12,13:08,Early Afternoon,34,5682
2020-06-12,13:08,Early Afternoon,37,5681
2020-06-12,13:08,Early Afternoon,41,5680
2020-06-12,13:08,Early Afternoon,45,5679
2020-06-12,13:08,Early Afternoon,48,5678
2020-06-12,13:08,Early Afternoon,52,5677
2020-06-12,13:08,Early Afternoon,55,5676
2020-06-12,13:08,Early Afternoon,59,5675
2020-06-12,13:09,Early Afternoon,3,5674
2020-06-12,13:09,Early Afternoon,6,5673
2020-06-12,13:09,Early Afternoon,10,5672
2020-06-12,13:09,Early Afternoon,13,5671
2020-06-12,13:09,Early Afternoon,17,5670
2020-06-12,13:09,Early Afternoon,21,5669
2020-06-12,13:09,Early Afternoon,24,5668
2020-06-12,13:09,Early Afternoon,28,5667
2020-06-12,13:09,Early Afternoon,31,5666
2020-06-12,13:09,Early Afternoon,35,5665
2020-06-12,13:09,Early Afternoon,39,5664
2020-06-12,13:09,Early Afternoon,42,5663
2020-06-12,13:09,Early Afternoon,46,5662
2020-06-12,13:09,Early Afternoon,49,5661
2020-06-12,13:09,Early Afternoon,53,5660
2020-06-12,13:09,Early Afternoon,57,5659
2020-06-12,13:10,Early Afternoon,0,5658
2020-06-12,13:10,Early Afternoon,4,5657
2020-06-12,13:10,Early Afternoon,7,5656
2020-06-12,13:10,Early Afternoon,11,5655
2020-06-12,13:10,Early Afternoon,15,5654
2020-06-12,13:10,Early Afternoon,18,5653
2020-06-12,13:10,Early Afternoon,22,5652
2020-06-12,13:10,Early Afternoon,25,5651
2020-06-12,13:10,Early Afternoon,29,5650
2020-06-12,13:10,Early Afternoon,33,5649
2020-06-12,13:10,Early Afternoon,36,5648
2020-06-12,13:10,Early Afternoon,40,5647
2020-06-12,13:10,Early Afternoon,43,5646
2020-06-12,13:10,Early Afternoon,47,5645
2020-06-12,13:10,Early Afternoon,51,5644
2020-06-12,13:10,Early Afternoon,54,5643
2020-06-12,13:10,Early Afternoon,58,5642
2020-06-12,13:11,Early Afternoon,1,5641
2020-06-12,13:11,Early Afternoon,5,5640
2020-06-12,13:11,Early Afternoon,9,5639
2020-06-12,13:11,Early Afternoon,12,5638
2020-06-12,13:11,Early Afternoon,16,5637
